158.73,0
158.74,0.59
158.75,1.17
158.75,1.76
158.74,2.35
158.74,2.93
158.73,3.52
158.72,4.11
158.71,4.69
158.7,5.28
158.69,5.86
158.68,6.45
158.67,7.04
158.66,7.62
158.65,8.210000000000001
158.64,8.800000000000001
158.63,9.380000000000001
158.62,9.970000000000001
158.61,10.56
16.02,11.14
_
15.68,11.73
15.41,12.32
15.21,12.9
15.06,13.49
14.98,14.07
14.94,14.66
14.94,15.25
14.93,15.83
14.93,16.42
14.93,17.01
14.92,17.59
14.92,18.18
14.92,18.77
14.91,19.35
14.94,19.94
15.02,20.53
15.37,21.11
15.66,21.7
16.0,22.28
158.49,22.87
_
0,-185.38
0.59,-185.2
1.17,-185.09
1.76,-185.0
2.35,-184.93
2.93,-184.83
3.52,-184.73
4.11,-184.64
4.69,-184.53
5.28,-184.43
5.86,-184.34
6.45,-184.24
7.04,-184.14
7.62,-184.05
8.210000000000001,-183.95
8.800000000000001,-183.86
9.380000000000001,-183.76
9.970000000000001,-183.67
10.56,-183.57
11.14,-183.46
11.73,-183.37
12.32,-183.27
12.9,-183.16
13.49,-183.08
14.07,18.21
_
14.66,18.52
15.25,18.77
15.83,19.03
16.42,19.13
17.01,19.22
17.59,19.32
18.18,19.42
18.77,19.51
19.35,19.61
19.94,19.7
20.53,19.79
21.11,19.88
21.7,19.98
22.28,20.08
22.87,20.17
23.46,20.26
24.04,20.31
24.63,20.19
25.22,20.11
25.8,19.68
26.39,19.44
_
-183.6,32.25
-183.71,31.67
-183.59,31.08
-183.59,30.49
-183.55,29.91
-183.49,29.32
-183.44,28.74
-183.37,28.15
-183.32,27.56
-183.25,26.98
-183.2,26.39
-183.15,25.8
-183.08,25.22
-183.01,24.63
-182.94,24.04
-182.88,23.46
-182.81,22.87
-182.74,22.28
-182.7,21.7
_
20.53,21.11
_
20.85,20.53
21.13,19.94
21.41,19.35
21.5,18.77
21.57,18.18
21.62,17.59
21.68,17.01
21.74,16.42
21.79,15.83
21.85,15.25
21.9,14.66
21.97,14.07
22.02,13.49
21.99,12.9
21.76,12.32
21.59,11.73
21.35,11.14
21.04,10.56
_
35.77,90.88
35.19,91.17
34.6,91.42
34.01,91.48
33.43,89.79000000000001
32.84,89.75
32.25,89.70999999999999
31.67,89.67
31.08,89.65000000000001
30.49,88.25
29.91,88.22
29.32,88.19
28.74,88.15000000000001
28.15,88.13
27.56,87.18000000000001
26.98,87.14
26.39,87.11
25.8,87.08
25.22,86.36
24.63,86.33
24.04,86.29000000000001
_
23.46,16.78
_
22.87,16.21
22.28,16.02
21.7,15.86
21.11,15.79
20.53,15.75
19.94,15.72
19.35,15.69
18.77,15.65
18.18,15.62
17.59,15.59
17.01,15.56
16.42,15.53
15.83,15.49
15.25,15.46
14.66,15.42
14.07,15.39
13.49,15.36
12.9,15.48
12.32,15.62
11.73,15.8
11.14,16.05
10.56,16.37
_
160.12,1.17
160.1,1.76
160.03,2.35
159.91,2.93
159.85,3.52
159.78,4.11
159.73,4.69
159.67,5.28
159.62,5.86
159.56,6.45
159.51,7.04
159.45,7.62
159.39,8.210000000000001
159.33,8.800000000000001
159.27,9.380000000000001
159.21,9.970000000000001
159.16,10.56
159.11,11.14
159.06,11.73
159.0,12.32
158.96,12.9
158.9,13.49
15.88,14.07
_
15.57,14.66
15.31,15.25
15.13,15.83
14.97,16.42
14.9,17.01
14.84,17.59
14.78,18.18
14.73,18.77
14.67,19.35
14.62,19.94
14.56,20.53
14.5,21.11
14.46,21.7
14.48,22.28
14.53,22.87
14.65,23.46
15.1,24.04
15.39,24.63
157.85,25.22
_
157.39,34.6
157.34,35.19
157.28,35.77
157.24,36.36
157.19,36.95
157.14,37.53
157.1,38.12
157.06,38.7
157.01,39.29
156.97,39.88
156.93,40.46
156.89,41.05
156.85,41.64
156.81,42.22
156.76,42.81
156.73,43.4
156.68,43.98
156.65,44.57
156.61,45.16
156.56,45.74
156.52,46.33
156.47,46.91
156.44,47.5
156.39,48.09
156.35,48.67
156.31,49.26
156.27,49.85
156.24,50.43
156.2,51.02
156.15,51.61
156.12,52.19
156.07,52.78
156.03,53.37
155.99,53.95
155.95,54.54
155.91,55.12
155.87,55.71
_
12.72,56.3
_
12.31,56.88
12.14,57.47
11.99,58.06
11.95,58.64
11.9,59.23
11.86,59.82
11.82,60.4
11.77,60.99
11.74,61.58
11.69,62.16
11.66,62.75
11.61,63.33
11.69,63.92
11.79,64.51000000000001
12.12,65.09
155.15,65.68000000000001
_
1.17,-13.37
1.76,-13.31
2.35,-12.33
2.93,-12.08
3.52,-11.97
4.11,-11.91
4.69,-11.88
5.28,-10.53
5.86,-10.49
6.45,-10.44
7.04,-10.4
7.62,-10.34
8.210000000000001,-9.449999999999999
8.800000000000001,-9.41
9.380000000000001,-9.359999999999999
9.970000000000001,-9.300000000000001
10.56,-9.26
11.14,-8.6
11.73,-8.56
12.32,61.02
_
12.9,61.33
13.49,61.71
14.07,61.86
14.66,61.93
15.25,61.98
15.83,62.02
16.42,62.07
17.01,62.12
17.59,62.16
18.18,62.2
18.77,62.24
19.35,62.29
19.94,62.34
20.53,62.37
21.11,62.42
21.7,62.46
22.28,62.44
22.87,62.4
23.46,62.27
24.04,61.86
24.63,61.58
_
-183.88,75.06
-183.92,74.48
-183.82,73.89
-183.84,73.3
-183.83,72.72
-183.81,72.13
-183.78,71.54000000000001
-183.75,70.95999999999999
-183.72,70.37
-183.7,69.79000000000001
-183.68,69.2
-183.66,68.61
-183.63,68.03
-183.6,67.44
-183.57,66.84999999999999
-183.54,66.27
-183.51,65.68000000000001
-183.48,65.09
-183.45,64.51000000000001
-183.43,63.92
_
19.39,63.33
_
19.69,62.75
20.11,62.16
20.25,61.58
20.32,60.99
20.36,60.4
20.39,59.82
20.41,59.23
20.44,58.64
20.46,58.06
20.48,57.47
20.5,56.88
20.52,56.3
20.54,55.71
20.51,55.12
20.29,54.54
20.12,53.95
19.87,53.37
-183.01,52.78
_
34.01,129.97
33.43,129.99
32.84,130.0
32.25,130.07
31.67,130.06
31.08,130.04
30.49,130.03
29.91,130.02
29.32,130.02
28.74,130.01
28.15,130.0
27.56,130.0
26.98,129.99
26.39,129.98
25.8,129.98
25.22,129.98
24.63,129.97
24.04,129.97
23.46,129.96
22.87,129.96
22.28,129.95
_
21.7,59.37
_
21.11,59.04
20.53,58.76
19.94,58.57
19.35,58.35
18.77,58.31
18.18,58.3
17.59,58.29
17.01,58.28
16.42,58.27
15.83,58.26
15.25,58.26
14.66,58.25
14.07,58.24
13.49,58.23
12.9,58.23
12.32,58.23
11.73,58.23
11.14,58.26
10.56,58.49
9.970000000000001,58.68
9.380000000000001,58.96
8.800000000000001,59.29
_
157.44,43.4
157.49,43.98
157.44,44.57
157.43,45.16
157.35,45.74
157.27,46.33
157.18,46.91
157.1,47.5
157.0,48.09
156.93,48.67
156.83,49.26
156.74,49.85
156.67,50.43
156.58,51.02
156.51,51.61
156.43,52.19
156.35,52.78
156.27,53.37
156.18,53.95
156.1,54.54
156.02,55.12
155.95,55.71
155.86,56.3
155.77,56.88
12.53,57.47
_
12.24,58.06
11.98,58.64
11.74,59.23
11.65,59.82
11.57,60.4
11.48,60.99
11.4,61.58
11.32,62.16
11.23,62.75
11.14,63.33
11.07,63.92
10.98,64.51000000000001
10.93,65.09
11.03,65.68000000000001
11.11,66.27
11.52,66.84999999999999
11.75,67.44
_
153.55,76.81999999999999
_
153.48,77.41
153.4,78.0
153.33,78.58
153.25,79.17
153.16,79.75
153.09,80.34
153.01,80.93000000000001
152.94,81.51000000000001
152.86,82.09999999999999
152.79,82.69
152.72,83.27
152.64,83.86
152.57,84.45
152.48,85.03
152.4,85.62
152.33,86.20999999999999
152.25,86.79000000000001
152.18,87.38
152.1,87.95999999999999
152.02,88.55
151.96,89.14
151.88,89.72
151.81,90.31
151.73,90.90000000000001
151.66,91.48
151.6,92.06999999999999
151.52,92.66
151.45,93.23999999999999
151.39,93.83
151.32,94.42
151.26,95.0
151.19,95.59
151.11,96.17
150.98,96.76000000000001
-0.59,91.84999999999999
-1.17,91.86
-1.76,91.89
-2.35,91.93000000000001
